title_checkouts,id_checkouts,author_checkouts,Title,work_id,best_book_id,author_goodreads,title_goodreads,tier
a horse walks into a bar,16881,david grossman,A Horse Walks into a Bar: A Novel,21432374,15743967,lee child,guy walks into a bar,wgt_jaccard_0.35
p s i still love you to all the boys i ve loved before series book 2,17220,jenny han,"P.S. I Still Love You: To All the Boys I've Loved Before Series, Book 2",21442106,15749186,jenny han,to all the boys i ve loved before,wgt_jaccard_0.5
to all the boys i ve loved before,43992,jenny han,To all the boys I've loved before / Jenny Han.,21442106,15749186,jenny han,to all the boys i ve loved before,exact
p s i still love you to all the boys i ve loved before series book 2 unabridged unabridged,127291,jenny han,"P.S. I Still Love You: To All the Boys I've Loved Before Series, Book 2 (unabridged) (Unabridged)",21442106,15749186,jenny han,to all the boys i ve loved before,wgt_jaccard_0.5
to all the boys i ve loved before to all the boys i ve loved before series book 1 unabridged unabridged,139786,jenny han,"To All the Boys I've Loved Before: To All the Boys I've Loved Before Series, Book 1 (unabridged) (Unabridged)",21442106,15749186,jenny han,to all the boys i ve loved before,wgt_jaccard_0.3
to all the boys i ve loved before to all the boys i ve loved before series book 1,212897,jenny han,"To All the Boys I've Loved Before: To All the Boys I've Loved Before Series, Book 1",21442106,15749186,jenny han,to all the boys i ve loved before,wgt_jaccard_0.25
life after life,20327,kate atkinson,Life after life : a novel / Kate Atkinson.,21443207,15790842,kate atkinson,life after life,exact
the storyteller,231104,jodi picoult,The Storyteller,21449403,15753740,jodi picoult,the storyteller,exact
the storyteller,241278,evan turk,The storyteller / Evan Turk.,21449403,15753740,jodi picoult,the storyteller,exact
the storyteller,760967,antonia michaelis,The Storyteller,21449403,15753740,jodi picoult,the storyteller,exact
shadow scale,28356,rachel hartman,Shadow scale / Rachel Hartman.,21451371,16085457,rachel hartman,shadow scale,exact
a river of stars,1619514,vanessa hua,A river of stars : a novel / Vanessa Hua.,21451403,15808474,guy gavriel kay,river of stars,wgt_jaccard_0.2
suspect,135545,robert crais,Suspect / Robert Crais.,21451913,15755201,robert crais,suspect,exact
against all odds,100552,danielle steel,Against All Odds: A Novel,21458992,15759484,nathaniel rich,odds against tomorrow,wgt_jaccard_0.45
matilda,43709,roald dahl,Matilda,21465894,15763676,roald dahl,matilda,exact
matilda,68141,harry belafonte,Matilda,21465894,15763676,roald dahl,matilda,exact
rebel power,197051,lauren nesworthy,Rebel power! / written by Lauren Nesworthy.,21476916,15769788,amy tintera,rebel,wgt_jaccard_0.45
and then there were none,49,agatha christie,And Then There Were None,21480184,15771633,agatha christie,and then there were none,exact
a dance with dragons,41262,george r r martin,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5",21485203,15774532,george r r martin,a dance with dragons,exact
a dance with dragons,143111,george martin r r,A dance with dragons / George R.R. Martin.,21485203,15774532,george r r martin,a dance with dragons,exact
norwegian by night,47507,derek miller b,Norwegian by night : a novel / Derek B. Miller.,21486468,15775210,derek b miller,norwegian by night,exact
norwegian by night,199472,derek b miller,Norwegian by Night,21486468,15775210,derek b miller,norwegian by night,exact
vixen in velvet,168227,loretta chase,Vixen in Velvet,21496556,15781045,loretta chase,vixen in velvet,exact
the house girl,66468,tara conklin,The house girl / Tara Conklin.,21497649,15781725,tara conklin,the house girl,exact
the ocean at the end of the lane,169181,neil gaiman,The Ocean at the End of the Lane: A Novel (unabridged) (Unabridged),21500681,15783514,neil gaiman,the ocean at the end of the lane,exact
midnight,77892,erin hunter,Midnight / Erin Hunter.,21501050,64955,dean koontz,midnight,exact
paris,18927,alan tillier,"Paris / main contributor, Alan Tillier.",21506045,18730321,edward rutherfurd,paris,exact
paris,121877,le catherine nevez,"Paris / this edition written and researched by Catherine Le Nevez, Christopher Pitts, Nicola Williams.",21506045,18730321,edward rutherfurd,paris,exact
paris,138559,,"Paris / this edition written and researched by Catherine Le Nevez, Christopher Pitts, Nicola Williams.",21506045,18730321,edward rutherfurd,paris,exact
defender of the realm 1940 1965 the last lion winston spencer churchill volume 3 unabridged unabridged,102429,william manchester,"Defender of the Realm, 1940-1965: The Last Lion: Winston Spencer Churchill, Volume 3 (unabridged) (Unabridged)",21512278,746673,william manchester,the last lion winston spencer churchill defender of the realm 1940 1965,wgt_jaccard_0.15
let s explore diabetes with owls,80885,david sedaris,Let's Explore Diabetes with Owls,21512389,15790837,david sedaris,lets explore diabetes with owls,wgt_jaccard_0.4
the dark lake,98283,sarah bailey,The dark lake / Sarah Bailey.,21512407,15790852,lemony snicket,the dark,wgt_jaccard_0.5
the dark,236193,lemony snicket,The dark / by Lemony Snicket ; illustrated by Jon Klassen.,21512407,15790852,lemony snicket,the dark,exact
steam train dream train,137506,sherri rinker duskey,"Steam train, dream train / Sherri Duskey Rinker and Tom Lichtenheld.",21512637,15791057,sherri duskey rinker,steam train dream train,exact
adulting how to become a grown up in 468 easy ish steps,36624,kelly williams brown,Adulting: How to Become a Grown-up in 468 Easy(ish) Steps,21512725,15791144,kelly williams brown,adulting how to become a grown up in 468 easy ish steps,exact
the hit,17772,david baldacci,The hit / David Baldacci.,21512735,15791154,david baldacci,the hit,exact
it s all good delicious easy recipes that will make you look good and feel great,103629,gwyneth paltrow,"It's all good : delicious, easy recipes that will make you look good and feel great / Gwyneth Paltrow ; and Julia Turshen ; photographs by Ditte Isager.",21513157,16131211,gwyneth paltrow,it s all good delicious easy recipes that will make you look good and feel great,exact
moomin falls in love,169130,tove jansson,Moomin falls in love / Tove Jansson.,21515687,15793713,tove jansson,moomin falls in love,exact
moomin builds a house,130505,tove jansson,Moomin builds a house / Tove Jansson.,21515688,15793714,tove jansson,moomin builds a house,exact
love and trouble,167781,claire dederer,Love and Trouble: A Midlife Reckoning,21517014,15794865,beth ciotta,the trouble with love,wgt_jaccard_0.5
the bookseller hugo marston series book 1 unabridged unabridged,13537,mark pryor,"The Bookseller: Hugo Marston Series, Book 1 (unabridged) (Unabridged)",21518410,15795957,mark pryor,the bookseller the first hugo marston novel,wgt_jaccard_0.5
americanah,70816,chimamanda adichie ngozi,Americanah / Chimamanda Ngozi Adichie.,21519538,15796700,chimamanda ngozi adichie,americanah,exact
americanah,233333,chimamanda ngozi adichie,Americanah,21519538,15796700,chimamanda ngozi adichie,americanah,exact
americanah unabridged,680518,chimamanda ngozi adichie,Americanah (Unabridged),21519538,15796700,chimamanda ngozi adichie,americanah,wgt_jaccard_0.3
salt sugar fat how the food giants hooked us unabridged unabridged,60979,michael moss,Salt Sugar Fat: How the Food Giants Hooked Us (unabridged) (Unabridged),21520265,15797397,michael moss,salt sugar fat how the food giants hooked us,wgt_jaccard_0.1
there s someone inside your house,61604,stephanie perkins,There's Someone Inside Your House,21520760,15797848,stephanie perkins,there s someone inside your house,exact
decisive how to make better choices in life and work,101878,chip heath,Decisive: How to Make Better Choices in Life and Work,21521013,15798078,chip heath,decisive how to make better choices in life and work,exact
decisive how to make better choices in life and work unabridged unabridged,135832,chip heath,Decisive: How to Make Better Choices in Life and Work (unabridged) (Unabridged),21521013,15798078,chip heath,decisive how to make better choices in life and work,wgt_jaccard_0.1
daily rituals how artists work,25901,mason currey,Daily rituals : how artists work / Mason Currey.,21522116,15799151,mason currey,daily rituals how artists work,exact
release me stark trilogy book 1,11072,j kenner,"Release Me: Stark Trilogy, Book 1",21522131,15799166,j kenner,release me stark trilogy 1,wgt_jaccard_0.1
the girls of atomic city the untold story of the women who helped win world war ii,83799,denise kiernan,The girls of Atomic City : the untold story of the women who helped win World War II / Denise Kiernan.,21525054,15801668,denise kiernan,the girls of atomic city the untold story of the women who helped win world war ii,exact
the flamethrowers,108486,rachel kushner,The Flamethrowers: A Novel,21526172,15803141,rachel kushner,the flamethrowers,exact
red sparrow,80245,jason matthews,Red sparrow : a novel / Jason Matthews.,21526451,15803037,jason matthews,red sparrow,exact
red sparrow red sparrow series book 1,169235,jason matthews,"Red Sparrow: Red Sparrow Series, Book 1",21526451,15803037,jason matthews,red sparrow,wgt_jaccard_0.5
calculated in death in death series book 36,10172,j d robb,"Calculated in Death: In Death Series, Book 36",21530499,15806231,j d robb,calculated in death,wgt_jaccard_0.5
cooked,4819,michael pollan,Cooked : a natural history of transformation / Michael Pollan.,21536760,15811496,michael pollan,cooked,exact
a tale for the time being,79850,ruth ozeki l,A tale for the time being / Ruth Ozeki.,21536809,15811545,ruth ozeki,a tale for the time being,exact
a tale for the time being,113094,ruth ozeki,A Tale for the Time Being,21536809,15811545,ruth ozeki,a tale for the time being,exact
six years,13040,harlan coben,Six years / Harlan Coben.,21536832,15811568,harlan coben,six years,exact
the house of hades,241365,rick riordan,The House of Hades / Rick Riordan.,21539506,12127810,rick riordan,the house of hades,exact
sign of the moon,219018,erin hunter,Sign of the moon / Erin Hunter.,21539872,608474,arthur conan doyle,the sign of four,wgt_jaccard_0.5
the tapping solution,72878,nick ortner,The tapping solution : a revolutionary system for stress-free living / Nick Ortner.,21540800,15814365,nick ortner,the tapping solution,exact
the interestings,6999,meg wolitzer,The Interestings: A Novel (unabridged) (Unabridged),21541829,15815333,meg wolitzer,the interestings,exact
how to get filthy rich in rising asia,184698,mohsin hamid,How to Get Filthy Rich in Rising Asia: A Novel,21541860,15815364,mohsin hamid,how to get filthy rich in rising asia,exact
the promise,83157,robert crais,The Promise,21544538,15817542,kristen ashley,the promise,exact
the promise,132061,in this moment,The Promise,21544538,15817542,kristen ashley,the promise,exact
the promise,137847,brenda joyce,The Promise,21544538,15817542,kristen ashley,the promise,exact
the promise,161108,chandra sparks taylor,The Promise,21544538,15817542,kristen ashley,the promise,exact
the promise,324585,art garfunkel,The Promise,21544538,15817542,kristen ashley,the promise,exact
the promise,365617,bruce springsteen,The Promise,21544538,15817542,kristen ashley,the promise,exact
the promise,386963,sturgill simpson,The Promise,21544538,15817542,kristen ashley,the promise,exact
the promise,1914021,chaim potok,The Promise,21544538,15817542,kristen ashley,the promise,exact
orphan train,10373,christina kline baker,Orphan train / Christina Baker Kline.,21545713,15818107,christina baker kline,orphan train,exact
orphan train,158082,christina baker kline,Orphan Train: A Novel,21545713,15818107,christina baker kline,orphan train,exact
the mystery of the orphan train,492706,gertrude warner chandler,The mystery of the orphan train / created by Gertrude Chandler Warner ; illustrated by Robert Papp.,21545713,15818107,christina baker kline,orphan train,wgt_jaccard_0.4
the golem and the jinni,2253,helene wecker,The golem and the jinni : a novel / Helene Wecker.,21547736,15819028,helene wecker,the golem and the jinni,exact
the golem and the jinni unabridged,147453,helene wecker,The Golem and the Jinni (Unabridged),21547736,15819028,helene wecker,the golem and the jinni,wgt_jaccard_0.15
the bear in my bed,1312991,joyce wan,The bear in my bed / Joyce Wan.,21549087,15820059,sophie jordan,the earl in my bed,wgt_jaccard_0.45
the prince,69602,niccolo machiavelli,The Prince,21549783,15820748,kiera cass,the prince,exact
the prince,474359,joceline sanschagrin,The Prince,21549783,15820748,kiera cass,the prince,exact
the prince,1010262,katharine ashe,The Prince: A Devil's Duke Novel,21549783,15820748,kiera cass,the prince,exact
the burgess boys,67021,elizabeth strout,The Burgess Boys: A Novel,21553934,15823461,elizabeth strout,the burgess boys,exact
lions,76512,laura marsh,Lions / Laura Marsh.,21553988,15823478,mick herron,dead lions,wgt_jaccard_0.45
touch,9832,little mix feat kid ink,Touch,21554974,15824168,michelle sagara,touch,exact
touch unabridged,21019,courtney maum,Touch (Unabridged),21554974,15824168,michelle sagara,touch,wgt_jaccard_0.35
touch,21874,little mix,Touch,21554974,15824168,michelle sagara,touch,exact
touch,94272,courtney maum,Touch,21554974,15824168,michelle sagara,touch,exact
touch,140683,claire north,Touch,21554974,15824168,michelle sagara,touch,exact
touch unabridged,146142,claire north,Touch (Unabridged),21554974,15824168,michelle sagara,touch,wgt_jaccard_0.35
touch,399614,wind earth and fire,Touch,21554974,15824168,michelle sagara,touch,exact
touch,482910,,Touch,21554974,15824168,michelle sagara,touch,exact
